sin 0000000000000000 0000000000000000 0000000000000000
sin c0850fff09b90000 0000000000000000 bfefbd14b5fda2e5
sin 3fe68b22fe400000 0000000000000000 3fe4b979d4fb62a3
sin c087292252780000 0000000000000000 3fd152f2bd8d9853
sin bfd1accffe000000 0000000000000000 bfd17383344badc7
sin 404163b39ad80000 0000000000000000 bfcc1bb12c44f7f6
sin 3fed209b81400000 0000000000000000 3fe944c5dafca46e
sin 4060aa617f280000 0000000000000000 3fef67736d31ce87
sin 3fd9aa2d87000000 0000000000000000 3fd8fb7efd6f6a78
sin c07ff8dd66bc0000 0000000000000000 bfe00dd4d99383c1
sin 3fe5308f5bc00000 0000000000000000 3fe3acbc1afab9ec
sin 408ee9585e3c0000 0000000000000000 3fdae2a6244cc99c
sin 3fd9d11685800000 0000000000000000 3fd91f4d1e2abc03
sin c081f81b206f0000 0000000000000000 3fba0362c2d34462
sin 3fc912928c000000 0000000000000000 3fc8e99b121e37a0
sin 40712d408ed90000 0000000000000000 bfeff0b72e43e222
sin bfe04120eb400000 0000000000000000 bfdf20f85283af35
sin c0148c8dc8400000 0000000000000000 3fed27aa8dfb2ae5
sin 3fe1adc6ee000000 0000000000000000 3fe0cb0acef37b68
sin 406d0e9b89f00000 0000000000000000 bf95e182b4c5232a
sin 3fb18b5a7a000000 0000000000000000 3fb187d6a6887eb2
sin 4060b99fbfb80000 0000000000000000 3feeb9fecbcc8380
sin bfe3aaf131000000 0000000000000000 bfe273e1867fd6d2
sin c05ea3f5ac3c0000 0000000000000000 3fa4598ce5b33398
sin bfea302815800000 0000000000000000 bfe75c79fe2f1970
sin c069dacde21a0000 0000000000000000 3fdf1a4759fac0d3
sin bf801fd520000000 0000000000000000 bf801fca352e4f1f
sin c063aeee34a20000 0000000000000000 bfd826af8b7ebe74
sin 3fcee5de9e000000 0000000000000000 3fce9946b397fdb7
sin 403efdfac9100000 0000000000000000 bfda51d32e48bd89
sin bfe07f963b000000 0000000000000000 bfdf8de1dd975774
sin c0743fdee9cf0000 0000000000000000 3fd962eda6ee2c6f
sin 3fe42b7f8a800000 0000000000000000 3fe2dc5316ca9c43
sin 403356fffe600000 0000000000000000 3fde22e4caec195c
sin bfeb2271f6400000 0000000000000000 bfe7ff6b1602568f
sin c0727bf5e69a0000 0000000000000000 bfdb22556fb3f848
sin bfdc056b07800000 0000000000000000 bfdb226b502f5e07
sin 407d1f47cbc40000 0000000000000000 3feaea4ca18154ee
sin 3fea8e3761c00000 0000000000000000 3fe79c5ca595f6de
sin 407f7ef3ca170000 0000000000000000 3feea758fc64be66
sin bfa91da9bc000000 0000000000000000 bfa91b15ad7bd912
sin c08cb8e71ede0000 0000000000000000 bfef618cfa5d0b53
sin bfe93c889c000000 0000000000000000 bfe6b35d017285e9
sin 407b012f7af30000 0000000000000000 bfefd2cba35b35b4
sin bfdba4c53b000000 0000000000000000 bfdacac482f3d137
sin c07bdfe9227b0000 0000000000000000 3fbc8bb564e68c84
sin bfe39d256e400000 0000000000000000 bfe2689a6218ac26
sin 4080c6b588270000 0000000000000000 3fd75d4388cbdc74
sin bfe28a864b400000 0000000000000000 bfe1855dddc09b6b
sin 407400ddcf840000 0000000000000000 bfd83b339c45f313
sin bfcbb65f9e000000 0000000000000000 bfcb7f14832abf2b
sin c0730c9620c00000 0000000000000000 3faab242cea17ba4
sin 3fe79829de800000 0000000000000000 3fe5838fed52149a
sin 406adac6fb520000 0000000000000000 3fedec30516d6b50
sin bfe96e4939400000 0000000000000000 bfe6d6526c052b8f
sin 4088cf3caa428000 0000000000000000 3fe96d38683f65bd
sin bfe5918d2d000000 0000000000000000 bfe3f8df7014c4b3
sin c08c9a3a52760000 0000000000000000 3fec25a99b5cedeb
sin 3fe2ee2dbc800000 0000000000000000 3fe1d86bff552bcc
sin c05be962028c0000 0000000000000000 3fefc50593d1cfe9
sin 3fda41f30e800000 0000000000000000 3fd986f360002589
sin 407f61659da90000 0000000000000000 bfe133853bb74ce4
sin 3fe482e7c9800000 0000000000000000 3fe322a8eca6db7a
sin 406b669c2d5a0000 0000000000000000 bfe4bc3382321d5c
sin bfead4679dc00000 0000000000000000 bfe7cb83e1636178
sin 40826d6d61f70000 0000000000000000 bfe9dc63ae7ae7af
sin 3fd14c9245800000 0000000000000000 3fd116d781f646f7
sin c07bd09fabcd0000 0000000000000000 3fec06e295a8d7d8
sin bfce9d94d3000000 0000000000000000 bfce531096cdbe17
sin 4075f7470c360000 0000000000000000 bfd9217be6f6ddc1
sin bfd015ba91000000 0000000000000000 bfcfd508486c81ae
sin c08794783fd58000 0000000000000000 bfe1714140ff5843
sin 3fe6c3a101c00000 0000000000000000 3fe4e464b77f39cc
sin c0466cd16a000000 0000000000000000 bfe869fa379b9d18
sin bfe8736448c00000 0000000000000000 bfe623dbdbaa57d5
sin c083d0ff00cd8000 0000000000000000 3fdd651c172b0103
sin bfd1f3996e800000 0000000000000000 bfd1b793392c5313
sin 408be017eeb48000 0000000000000000 bfc98228ab1b693c
sin 3fe63e4de3800000 0000000000000000 3fe47eb38756fa76
sin c07fb07fe85e0000 0000000000000000 3fee35f31dde35ac
sin 3fb0764934000000 0000000000000000 3fb07361d2a331cc
sin c048becad1500000 0000000000000000 3fe66398099ace29
sin bfe591807d400000 0000000000000000 bfe3f8d5868a8f79
sin 4085d46da7fd8000 0000000000000000 3feccd87a9cbdd80
sin bf97e74208000000 0000000000000000 bf97e6b3c48ef22d
sin 4087c8da4fe88000 0000000000000000 3fe7da8a3d29c6ba
sin bfbcd616c4000000 0000000000000000 bfbcc67cebd16181
sin c08b5c1e81db8000 0000000000000000 bfeabe4548688f58
sin 3fc4e65d61000000 0000000000000000 3fc4ce9f633822d1
sin 407a5e0503340000 0000000000000000 3fe91f49e1d4d95a
sin bfd0d68910000000 0000000000000000 bfd0a4faa2e1686c
sin c02c1c5a2ca00000 0000000000000000 bfefe49d199e692b
sin bfc1a298df000000 0000000000000000 bfc19454017a3efb
sin 40651c3661d20000 0000000000000000 bfe625822d4ef72a
sin bfe0e484ec800000 0000000000000000 bfe01e71cbc4db32
sin 407dfcbfac4c0000 0000000000000000 3fe864e01c1998f7
sin 3fe0f25f56c00000 0000000000000000 3fe02a67ec240276
sin c06f1213fafc0000 0000000000000000 3fd7afc281535dee
sin 3fcdaacdbf000000 0000000000000000 3fcd66fcdbcead64
sin c07b7cc164330000 0000000000000000 3f9a5f3ec768980e
sin 3fe01632e4800000 0000000000000000 3fded5d779560260
sin 408e62d0ede58000 0000000000000000 bfeffc88baee70f5
sin 3fd6eae6f1000000 0000000000000000 3fd66e524bec2a0b
sin 4068c164277c0000 0000000000000000 bfbf71a340cf3dc1
sin bfc678d4f5000000 0000000000000000 bfc65b532c44317b
sin c08b4e52d5b40000 0000000000000000 bfda8b9376ade222
sin bfc68d2634000000 0000000000000000 bfc66f542f91b5e4
sin c042fdd9a6d80000 0000000000000000 bfd1f037fffded13
sin bfef0acebf000000 0000000000000000 bfea65c8dc5e435a
sin 408ccc5830430000 0000000000000000 bfebdbed0f62342e
sin 3fc5447a13000000 0000000000000000 3fc52b75fa7654ab
sin c0722dd457300000 0000000000000000 bfeeddafbfaae7be
sin bfdba5c65e800000 0000000000000000 bfdacbae07ed788b
sin c088175e4d138000 0000000000000000 3fee2b2e18080da2
sin bfe418e301000000 0000000000000000 bfe2cd46e52cff62
sin 406ce6341cf20000 0000000000000000 bfeeb162eb1c8246
sin 3fe7621673000000 0000000000000000 3fe55b696aabb9d5
sin c08f1ed3cb1e0000 0000000000000000 bfa01a608af0bbf9
sin bfc3d92b6a000000 0000000000000000 bfc3c4d4c57fa9a5
sin c06f03bbf9c80000 0000000000000000 bfb1ae769618719c
sin bfede00102800000 0000000000000000 bfe9b86e41c9a462
sin c089986a48910000 0000000000000000 bfe9243fc0cfe424
sin 3fe8436a3a400000 0000000000000000 3fe6011f31ea1bdd
sin 40850038321e8000 0000000000000000 bfd1479bdfe5b4ac
sin bfbb788062000000 0000000000000000 bfbb6b034a20738d
sin 4078e029ab0a0000 0000000000000000 3fea6f258da38c11
sin bfe466cf70400000 0000000000000000 bfe30c1cd1a693e8
sin c05ac2da7f280000 0000000000000000 bfcd3c450ae8ece4
sin 3fe0fb7831800000 0000000000000000 3fe032411b8a1163
sin 4024eeee79800000 0000000000000000 bfeba09ee8b31c09
sin 3fc66ba41c000000 0000000000000000 3fc64e561d30b554
sin 407f31d34ac80000 0000000000000000 3fd8df5abc6c36d2
sin 3fef47a2ffc00000 0000000000000000 3fea87fb2f201d81
sin 406f8ceb95e60000 0000000000000000 3fec2ad72aea5a57
sin bfce57eef6000000 0000000000000000 bfce0f61d64db9a8
sin c08ab299f2150000 0000000000000000 3fc7ed38d0385f0b
sin bfecb9f86d000000 0000000000000000 bfe9054add9845ab
sin 4084b95b4c8a0000 0000000000000000 bfd2846d6726f9a9
sin 3fea667f7bc00000 0000000000000000 3fe7817b5efc6164
sin c08ab155a6cb8000 0000000000000000 3fd5ba4859cbaa71
sin 3fdbd23c9e800000 0000000000000000 3fdaf408265b807c
sin c0853e9e617a0000 0000000000000000 bfee4ca813f10df8
sin 3fec4f737b800000 0000000000000000 3fe8c25906d0da5f
sin c07347011e4a0000 0000000000000000 bfe10b38b72a95a4
sin 3fca1c9caa000000 0000000000000000 3fc9ee583ede73f0
sin c0816856d5050000 0000000000000000 3fea95b5b05bf986
sin bfe74713bcc00000 0000000000000000 bfe547447d520544
sin 4082ae8db89e0000 0000000000000000 3fe964a297c277eb
sin 3fd6a22ee0000000 0000000000000000 3fd62a28a532d5a6
sin 408da735f9430000 0000000000000000 3fc1e8a65669ebfc
sin bfefba8273400000 0000000000000000 bfeac78972f48702
sin c07c7b878ace0000 0000000000000000 3fc8217a3d3a80a5
sin bfcb31ac5a000000 0000000000000000 bfcafd6ba22de926
sin c047e3ca2a880000 0000000000000000 3fe382e432651935
sin bfcf4a874d000000 0000000000000000 bfcefafac351473d
sin c080a68e14330000 0000000000000000 3fee61a174043a5a
sin 3fccb87936000000 0000000000000000 3fcc7aef06ca1f2c
sin 40877fda8e7a8000 0000000000000000 bfed1731063f97cd
sin bfda99373e000000 0000000000000000 bfd9d6e1becf63d2
sin 4089393b72690000 0000000000000000 3fcdd6e2c9e751f2
sin bfd102ca73800000 0000000000000000 bfd0cfb22fd29608
sin c08e593f41af8000 0000000000000000 3fd924e199e7ac04
sin 3feddf333c800000 0000000000000000 3fe9b7f3d2fdc602
sin 4078c2c48dd70000 0000000000000000 3fd4e0f3386e1bea
sin bfba072232000000 0000000000000000 bfb9fba8f3ad8f32
sin c088992669a28000 0000000000000000 bfef832b8305db2f
sin 3fe651e874400000 0000000000000000 3fe48dbdde27ad1a
sin 4035f4ed7d300000 0000000000000000 3fa19bf574a012e2
sin 3fe792c910000000 0000000000000000 3fe57f946a2f9a3b
sin 40881714b4be8000 0000000000000000 bfedc40e85fa87cd
sin bfdbbd434c800000 0000000000000000 bfdae100c3d20b90
sin c08ab6afe67c8000 0000000000000000 bfd44ba1384c76c1
sin bfe6c8aacb000000 0000000000000000 bfe4e8356bbdf890
sin c07bf92b3bc50000 0000000000000000 bfefd3d2ff39ec2f
sin 3fc9f9631c000000 0000000000000000 3fc9cbd8b1de8578
sin c08d96d349a98000 0000000000000000 3fee33291d416e84
sin bfcf331258000000 0000000000000000 bfcee437d3d1d50a
sin c07650eb0abc0000 0000000000000000 3fec49125b94dfc5
sin 3fd1aac954000000 0000000000000000 3fd171902f884383
sin c08344a604bc0000 0000000000000000 bfe797119651220f
sin bfeaf593f3400000 0000000000000000 bfe7e1a55409340c
sin c0679729bdd80000 0000000000000000 bfccf7ad6582fd51
sin 3fedc18aad400000 0000000000000000 3fe9a64301049455
sin c04e3ac411b80000 0000000000000000 3fe63ff63c4ce7cc
sin 3fd67788ff800000 0000000000000000 3fd602218233a39c
sin 40644d485c360000 0000000000000000 bfe9fcb0801b2c14
sin bfd1955d85800000 0000000000000000 bfd15cf305774c48
sin c035b86667000000 0000000000000000 bfd11f53e711e09b
sin 3fe07b6f88400000 0000000000000000 3fdf86a87c1f6197
sin 4078f52abfc10000 0000000000000000 bfd5623256de282e
sin bf865119e0000000 0000000000000000 bf8650fcee46d75d
sin c07a9be0603b0000 0000000000000000 3feff2f0915c9b0f
sin bfda94b0ac800000 0000000000000000 bfd9d2bdbcb50be8
sin 407bf66e0e4e0000 0000000000000000 3feecc0012014671
sin 3fe123421a800000 0000000000000000 3fe054856ff3bb8e
sin 4084e37532a10000 0000000000000000 3fe544b7bc0acf6d
sin bfe070dc93400000 0000000000000000 bfdf743f41813410
sin c0702d9f83220000 0000000000000000 bfee461c39f57352
sin 3fea48f5bcc00000 0000000000000000 3fe76d665bece5c7
sin 408a6e247d3c8000 0000000000000000 bfe41b34c4d214dd
sin bfd14a9d2d000000 0000000000000000 bfd114f4991fd826
sin 407e551a69450000 0000000000000000 3feff2a41d519040
sin bfe994fc20000000 0000000000000000 bfe6f15d6167972b
sin 40635d3d276c0000 0000000000000000 bfea7fa2b9297cdf
sin 3fdb133051000000 0000000000000000 3fda46498d38a8f0
sin c0807e3fc9888000 0000000000000000 3f7a4b7ca4ff1d0a
sin bfe4e33e1c800000 0000000000000000 bfe36f88dcaa66af
sin 4086ac67c7798000 0000000000000000 3fc40ae57212b624
sin 3fef2f10e0800000 0000000000000000 3fea7a368d55723a
sin 408aaed0d0ea0000 0000000000000000 bfe3a6adecb9d872
sin bfe3b813a2400000 0000000000000000 bfe27e9b10fd8c48
sin c0872bc762d68000 0000000000000000 bface859f019d8dd
sin bfd6ea1c06000000 0000000000000000 bfd66d943f897396
sin c05e47f154680000 0000000000000000 bfef86040d5994bd
sin 3fcac5a7f4000000 0000000000000000 3fca93cb653d6c0f
sin 4089b93fad928000 0000000000000000 3fae18e3704b764c
sin 3fe4185736c00000 0000000000000000 3fe2ccd5c6e3b1d9
sin 404258de0a700000 0000000000000000 bfeb02a7369b7bb7
sin 3fe275bf70400000 0000000000000000 3fe173f76f2b8965
sin 40866374012f0000 0000000000000000 3fc2f0c317f3a92d
sin bfecc46ddc400000 0000000000000000 bfe90bceaa45d55c
sin c047568aaa800000 0000000000000000 bfdbb5c059c20913
sin 3feee4bded000000 0000000000000000 3fea503204bc46d1
sin c08cd6af57290000 0000000000000000 3fe6ca53e1734b2b
sin bfe36ba6f5800000 0000000000000000 bfe240086ef0f070
sin 4080add6eb200000 0000000000000000 bfd5645e7ec7bf69
sin bfc4e06124000000 0000000000000000 bfc4c8b7819b00bd
sin 40030c5743000000 0000000000000000 3fe60f0267280b7b
sin bfd1915d99000000 0000000000000000 bfd15919772cfb0c
sin c0388ffb44400000 0000000000000000 3fe146d3cef37c94
sin bfec672d8a400000 0000000000000000 bfe8d15a44d2dbcd
sin 405840a838bc0000 0000000000000000 3fd7af89cd33a9dd
sin bfec037b98400000 0000000000000000 bfe891f2c1360d0b
sin 408ccdd552d18000 0000000000000000 bfee4a8730680d68
sin 3fe3feab22c00000 0000000000000000 3fe2b80978ba50be
sin 408544440dc30000 0000000000000000 3fedbc699c783832
sin 3fcb50f414000000 0000000000000000 3fcb1bfe82f37c40
sin c07f744a0d970000 0000000000000000 bfe26ac283c2b5fb
sin 3fed570610800000 0000000000000000 3fe966048b91849c
sin 407db57f08c80000 0000000000000000 bfea44fdf7ed31ec
sin bfe8102cd7800000 0000000000000000 bfe5dbcf1bb086d5
sin c082bb87ec428000 0000000000000000 bfe224a79dbe05d0
sin 3feba2cf38000000 0000000000000000 3fe8539372b7a9c8
sin 40757851265f0000 0000000000000000 bfec50d8cfe40eb3
sin bfec63932e400000 0000000000000000 bfe8cf13d8698e15
sin c080cc9f6e808000 0000000000000000 3fd6dff73d979585
sin 3fe453fafc400000 0000000000000000 3fe2fcf804c6e9a0
sin 4074871142250000 0000000000000000 3fefa9b301a1a2a4
sin bfe6e2ad10000000 0000000000000000 bfe4fbdf36bbf99e
sin c08457d996c90000 0000000000000000 3fe3e9298005f3f4
sin 3fddcd8444000000 0000000000000000 3fdcbcc036d46b67
sin 4057006684e40000 0000000000000000 bfe9115f414b32f6
sin bfd36f115c000000 0000000000000000 bfd322f6eaab1a6f
sin c082a804c1520000 0000000000000000 bfb97c45b7953121
sin bfd2a78751000000 0000000000000000 bfd264320f29478c
sin 40857a6632938000 0000000000000000 3fe4d4ec484d6e4b
sin 3fe0ceb7a6000000 0000000000000000 3fe00b9891bcd22f
sin 4046e2a23de00000 0000000000000000 3fef3f06d9a1298d
sin bfa43f81a4000000 0000000000000000 bfa43e27c6b8d93d
sin c072debefa820000 0000000000000000 bfd4a97202b72768
sin 3fd0b645d3000000 0000000000000000 3fd085d17d526832
sin c082c8117fdf0000 0000000000000000 3fea4b2e623aea0e
sin 3fbc49f95a000000 0000000000000000 3fbc3b3e8acc71e2
sin c085947312ff8000 0000000000000000 3fe1ea39f41912c2
sin 3fe13af085400000 0000000000000000 3fe068de8d6c19a5
sin c0851aa8f6518000 0000000000000000 bfbc152f22d1fa69
sin bfe8281a08000000 0000000000000000 bfe5ed4278d2ebb5
sin c0729dbbccb30000 0000000000000000 bfe1e1c9ba1a98a7
sin 3faa2d19bc000000 0000000000000000 3faa2a2e82cad3df
sin c085d2ad42320000 0000000000000000 bfe916413439d961
sin 3fb2434b9c000000 0000000000000000 3fb23f54a84b2014
sin c08bae1838630000 0000000000000000 3fc5509d2a60e232
sin bfd272d0b3800000 0000000000000000 bfd231ae6acb9a26
sin c08cd4f126cb8000 0000000000000000 3feb1b61d911483c
sin bfcabd6fa5000000 0000000000000000 bfca8bc0e48be4af
sin 40870f7629918000 0000000000000000 3fd57034c0b143b8
sin 3fe48747b9000000 0000000000000000 3fe3262a62ad7a91
sin c07a632cf18c0000 0000000000000000 bfee1b3d55bcced6
sin bfdf347495000000 0000000000000000 bfddfbade4a3421e
sin 40824ede3dd80000 0000000000000000 3feff65c990ccebd
sin 3fcdb809b9000000 0000000000000000 3fcd73de15889b80
sin c08bfb2f54dd0000 0000000000000000 3fa6a020416c9b0e
sin 3fd9744346000000 0000000000000000 3fd8c9d2e01e3d2c
sin 4088ad4beba80000 0000000000000000 bfecd5dd2518cabb
sin 3fd2ce22a0000000 0000000000000000 3fd28929251bfbc4
sin 4056ef674cc80000 0000000000000000 bfe2f7f735380f9f
sin 3fcb04b64c000000 0000000000000000 3fcad176b40679dc
sin 4079985183420000 0000000000000000 3fecb3ef8a770f7b
sin 3fe285ef68400000 0000000000000000 3fe181868eadf925
sin 405331ebbec00000 0000000000000000 3fef6e1cb5cac06a
sin bfa0c205c8000000 0000000000000000 bfa0c141b48e5447
sin c08973876eb18000 0000000000000000 3fe63eb027781bbc
sin bfbc452f2a000000 0000000000000000 bfbc367bd4234565
sin c07be642c1a90000 0000000000000000 bfd200b3ff2302f1
sin 3fc005420b000000 0000000000000000 3fbff51dfc7734bf
sin c0835827364d8000 0000000000000000 3fc00224ed0860f0
sin 3fddfeb3ec000000 0000000000000000 3fdce8aaa03d847c
sin 408d3f47f3e78000 0000000000000000 bfd1f644e792c594
sin 3febad25c3400000 0000000000000000 3fe85a499a33e9a4
sin 408d0a9d2d158000 0000000000000000 bfe1a96d49b5c4ec
sin bfe94b61efc00000 0000000000000000 bfe6bdd1c734bfbf
sin 408aff2b903e0000 0000000000000000 3fa5593c14aa00de
sin bfe6ef0bdb000000 0000000000000000 bfe5053483df771e
sin 406403910a980000 0000000000000000 3fbc0b7437b320cf
sin 3fea971ea0000000 0000000000000000 3fe7a25e2c6489b8
sin 4080ba8a44570000 0000000000000000 3fee55ad601d238b
sin 3fe78a9fc2000000 0000000000000000 3fe57988250b000b
sin 4073dcdbc7990000 0000000000000000 bfded71fc164cdeb
sin bfe4a5f2a8400000 0000000000000000 bfe33eb3ac8a3791
sin c0759d47c77a0000 0000000000000000 bfd022215fc38d8a
sin bfef0ae1ab000000 0000000000000000 bfea65d38e625e98
sin c08a926774b08000 0000000000000000 bfec1652d122542f
sin bfe2e6c5b9400000 0000000000000000 bfe1d245b55cf92b
sin 402b20037b000000 0000000000000000 3feadc43d7673ae0
sin 3fc186f56d000000 0000000000000000 3fc178f332a1f41d
sin 4074a3c772180000 0000000000000000 bfd714e1a596421e
sin 3fec2fdaa9400000 0000000000000000 3fe8ae488482b3ad
sin 406fcfda7a200000 0000000000000000 bf9b0ba114ecd1af
sin 3fe89f1d5f000000 0000000000000000 3fe64358bb1deede
sin 408cf8e6fab08000 0000000000000000 bfd5856526cd4657
sin 3fe44d57e6c00000 0000000000000000 3fe2f79ffac0b4ed
sin c086f1720ef40000 0000000000000000 3fea10f6219c44db
sin 3fe7a70369000000 0000000000000000 3fe58e8bc678a90a
sin 407c6fbb6b700000 0000000000000000 3fe0a9a03299c33e
sin 3fec7906b3400000 0000000000000000 3fe8dc9ad24e59cd
sin c08634186e2c8000 0000000000000000 bfdf5ab9390af856
sin 3fef52144a800000 0000000000000000 3fea8dd0699201d7
sin c088b8120eaa0000 0000000000000000 3fe3ef5b5f7ca7ee
sin 3fd0caa526800000 0000000000000000 3fd0997f2db14085
sin c08a8c972ea48000 0000000000000000 bfef2ddaadf529be
sin 3fedc8de69c00000 0000000000000000 3fe9aaa3e5b34efe
sin 406a4bcfeaf80000 0000000000000000 3fbe07cc1429ba46
sin 3feafde416000000 0000000000000000 3fe7e72d0af42ad7
sin c085dde473190000 0000000000000000 bfe7cc885bc180e8
sin bfe53a4bb2400000 0000000000000000 bfe3b468ca1b530b
sin 40854b88d9498000 0000000000000000 3fd1eb60fdee6a82
sin 3febab38bdc00000 0000000000000000 3fe85909b8d706d5
sin c08455bd5bf50000 0000000000000000 3fd96175ca1daca1
sin bfe1668854000000 0000000000000000 bfe08e3c0e6cc8a8
sin 407b38e8aaa50000 0000000000000000 3fecdde0410eb7a8
sin bfeddcd870c00000 0000000000000000 bfe9b68d130275b4
sin 408bde08a51c0000 0000000000000000 bfdc4da0c124c43b
sin bfeac33987400000 0000000000000000 bfe7c003bfdd7637
sin 405ba430e9d00000 0000000000000000 bfe25333930feb35
sin 3fd040812f800000 0000000000000000 3fd013ef29b57a95
sin 4069052c19240000 0000000000000000 bfe912865ddfb2f3
sin 3fe8c05ee8800000 0000000000000000 3fe65b30117aa8f5
sin c07dd9257fc80000 0000000000000000 bfa95ecdb91d698d
sin bf8467d220000000 0000000000000000 bf8467bbffa1a8bd
sin 40623eb76d260000 0000000000000000 3fefc0ee46100d18
sin bfd1dd3432000000 0000000000000000 bfd1a20cf6df640e
sin c0817619aa7a8000 0000000000000000 3fdb50d257b41c2b
sin 3fc8aad098000000 0000000000000000 3fc883ccec43bb87
sin 40650e2c0c680000 0000000000000000 bfeddc81cd1b52fd
sin 3fec10167dc00000 0000000000000000 3fe89a04399cc942
sin 40642a6778500000 0000000000000000 bfec9339f8a51105
sin 3fef38c68bc00000 0000000000000000 3fea7fa93fbdb597
sin c0641495c2e80000 0000000000000000 3fda377e015ae238
sin bfe48deb3f400000 0000000000000000 bfe32b7b9ddd94ef
sin 40842f0c366d8000 0000000000000000 bfeeb8991821b3d1
